			
			
			
State	Year-Quarter	Average Price	Median Price
WY	2006Q2	"$204,529 "	"$173,439 "
WY	2006Q3	"$210,083 "	"$178,472 "
WY	2006Q4	"$217,073 "	"$183,795 "
WY	2007Q1	"$222,704 "	"$188,399 "
WY	2007Q2	"$231,264 "	"$195,442 "
WY	2007Q3	"$235,421 "	"$198,673 "
WY	2007Q4	"$230,159 "	"$195,266 "
WY	2008Q1	"$230,908 "	"$196,371 "
WY	2008Q2	"$229,474 "	"$195,480 "
WY	2008Q3	"$230,797 "	"$197,705 "
WY	2008Q4	"$221,221 "	"$190,145 "
WY	2009Q1	"$214,481 "	"$184,530 "
WY	2009Q2	"$222,368 "	"$191,196 "
WY	2009Q3	"$218,367 "	"$188,569 "
WY	2009Q4	"$214,820 "	"$185,552 "
WY	2010Q1	"$205,535 "	"$178,503 "
WY	2010Q2	"$211,127 "	"$183,202 "
